    0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,    10.0, ,     0.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    56.0, ,     5.0, ,     0.0,
    0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    36.0, ,    37.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    23.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,        , ,        ,
    0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    33.0, ,     0.0, ,     0.0, ,     0.0, ,     6.0, ,    19.0, ,     2.0, ,     0.0, ,     0.0, ,     4.0, ,    13.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0,
    5.0, ,     0.0, ,     0.0, ,    17.0, ,     0.0, ,     0.0, ,    84.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    17.0, ,     5.0, ,     0.0, ,     0.0, ,     8.0, ,     0.0, ,     0.0, ,     0.0, ,    19.0, ,     1.0, ,     1.0, ,     1.0, ,     0.0, ,     0.0, ,     6.0, ,    18.0, ,     0.0, ,     0.0, ,        ,
     0.0, ,     0.0, ,     4.0, ,     2.0, ,     0.0, ,     4.0, ,     0.0, ,     0.0, ,    24.0, ,    12.0, ,     7.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    45.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    10.0, ,     5.0, ,     0.0, ,     7.0, ,     6.0, ,     0.0,
    0.0, ,     0.0, ,     0.0, ,     1.0, ,    11.0, ,     0.0, ,     5.0, ,     0.0, ,     4.0, ,     0.0, ,     0.0, ,    19.0, ,    19.0, ,     0.0, ,     0.0, ,    34.0, ,     2.0, ,     0.0, ,    12.0, ,     0.0, ,    23.0, ,     4.0, ,    85.0, ,    40.0, ,    13.0, ,     1.0, ,    27.0, ,    17.0, ,    10.0, ,     1.0, ,        ,
     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.0, ,    39.0, ,     0.0, ,     0.0, ,     5.0, ,    11.0, ,     8.0, ,     1.0, ,     0.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0,
     5.0, ,     0.0, ,    14.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    22.0, ,     0.0, ,    40.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     7.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,    72.0, ,    12.0, ,     0.0,
    0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     4.0, ,     1.0, ,    19.0, ,     0.0, ,     0.0, ,     0.0, ,     2.0, ,     8.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    86.0, ,    43.0, ,    66.0, ,     1.0, ,    31.0, ,     0.0, ,     0.0, ,     9.0, ,     6.0, ,     0.0, ,   132.0, ,     7.0, ,     6.0, ,        ,
     9.0, ,     0.0, ,     3.0, ,     0.0, ,    12.0, ,     0.0, ,     0.0, ,     0.0, ,    58.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    19.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     5.0, ,     0.0, ,     0.0, ,     6.0, ,     1.0, ,     0.0, ,     1.0,
     6.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    11.0, ,     0.0, ,     0.0, ,     4.0, ,     0.0, ,     0.0, ,     9.0, ,     6.0, ,     0.0, ,     0.0, ,     0.0, ,     8.0, ,     0.0, ,     0.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     9.0, ,    32.0, ,     0.0, ,     0.0, ,     0.0, ,        ,
    0.0, ,     0.0, ,     0.0, ,     9.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,    36.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     0.0, ,     1.0, ,     0.0, ,    20.0, ,     5.0, ,     0.0, ,     0.0, ,     0.0, ,    18.0, ,     1.0, ,     0.0, ,     0.0, ,     0.0,
